150.31	42376.1
151.606	42792.1
152.902	43024.4
154.198	43107.3
155.492	42907.6
156.787	42883
158.081	42674.7
159.376	42577
160.669	42629.9
161.962	42726.4
163.256	42658.4
164.548	42590.4
165.841	42659.9
167.133	42983.9
168.424	42888.4
169.715	42849.3
171.006	42878.4
172.297	42859
173.587	42858.4
174.877	42979.9
176.166	42997
177.456	42941.6
178.745	43043.6
180.033	43001.3
181.321	42927.6
182.609	42958.4
183.897	42956.1
185.184	42857
186.471	42871.6
187.757	42817.6
189.044	42898.7
190.33	42885.3
191.615	42813
192.9	42909.6
194.185	42821.6
195.469	42785.6
196.753	42914.1
198.037	42841.9
199.321	42792.4
200.604	42839
201.887	42913.9
203.17	42922.1
204.451	43164.4
205.733	43068.4
207.014	43134.1
208.296	43188.7
209.576	43279.9
210.856	43356.4
212.137	43439.6
213.417	43581
214.696	43649.3
215.975	43620.7
217.253	43753.9
218.532	43730.1
219.81	44045
221.088	44037.3
222.365	44165.3
223.642	44380.1
224.919	44639.9
226.195	45099.3
227.471	45661.3
228.747	46128.5
230.022	46498.8
231.297	46639.1
232.572	46157.9
233.846	45788.8
235.12	45375.4
236.394	45014.3
237.667	44657.5
238.94	44722.9
240.213	44765.5
241.485	44726.7
242.757	44801.8
244.029	44718.7
245.3	44888.5
246.571	45044.5
247.842	45226.2
249.112	45167.1
250.381	45307.1
251.651	45155.7
252.921	45118
254.189	44922.3
255.457	45008.6
256.726	44892.1
257.994	45065.6
259.261	44951
260.529	45038.7
261.796	44978.2
263.062	44885.1
264.329	45058.8
265.595	44979.7
266.86	44978.9
268.125	44902.3
269.39	44995.2
270.655	44923.5
271.919	44788.7
273.182	44618.4
274.446	44426.1
275.71	44315.3
276.973	44249.6
278.234	44077.3
279.497	44109.4
280.759	43956
282.021	44011.1
283.281	43910.3
284.543	43867.2
285.803	43881.5
287.063	44039.5
288.322	43905.8
289.583	44110.1
290.842	44116.4
292.101	44083.9
293.358	44218.2
294.617	44185.4
295.875	44320.2
297.133	44272.3
298.389	44323.4
299.647	44384.3
300.903	44644.3
302.159	44790.4
303.415	44558.4
304.67	44699.3
305.925	44611.9
307.18	44692.2
308.435	44586.8
309.689	44531.6
310.943	44609.1
312.196	44695.4
313.45	44597.7
314.702	44499.4
315.954	44674.9
317.207	44934.9
318.459	44988.4
319.71	45173.5
320.961	45470.7
322.212	45300.7
323.463	45195.9
324.712	44809.1
325.962	44629.1
327.211	44279.7
328.461	44045.7
329.71	44055.4
330.958	44109.7
332.207	44036.9
333.454	44105.8
334.702	43999.5
335.949	44047.8
337.196	44075.9
338.442	44134.7
339.688	44253
340.933	44205.9
342.179	44241.9
343.424	44456.5
344.67	44456
345.914	44573.7
347.158	44792
348.402	45074.9
349.645	45244.9
350.888	45527.8
352.131	45544.7
353.373	45722.7
354.616	45643.3
355.857	45370.8
357.099	45137.9
358.34	45004.5
359.58	45150.6
360.821	45115.1
362.061	45159.2
363.301	45325.5
364.54	45544.1
365.78	45774.7
367.019	46231.3
368.257	46846.7
369.495	47389.9
370.733	47503
371.97	47295.6
373.208	46794.5
374.444	46184.5
375.681	45700.9
376.917	45318.9
378.153	44992.6
379.389	44898.9
380.623	44970.4
381.858	44733
383.092	44783
384.327	44739.9
385.561	44730.8
386.794	44748.2
388.027	44891.4
389.26	44828.2
390.492	44960.8
391.724	45110.6
392.956	45203.5
394.188	45273.2
395.419	45525.5
396.65	45791.2
397.88	45939
399.11	46035.9
400.341	46182.2
401.57	46044.5
402.799	46435.9
404.028	46731.7
405.257	47181.7
406.484	47597.4
407.712	47679.7
408.94	47662.9
410.167	47230.6
411.394	46959.2
412.621	46503
413.847	46402.1
415.073	46169
416.298	46157.6
