1550.02	3311.15
1550.39	3350.17
1550.76	3371.45
1551.13	3436.22
1551.5	3507.65
1551.87	3560.66
1552.23	3566.18
1552.6	3626.63
1552.97	3680.87
1553.34	3718.05
1553.71	3740.27
1554.07	3767.21
1554.44	3851.85
1554.81	3857.62
1555.18	3911.29
1555.54	3946.63
1555.91	3956.71
1556.28	3997.38
1556.64	4027.67
1557.01	4070.3
1557.38	4053.25
1557.74	4126.24
1558.11	4177.69
1558.48	4184.98
1558.84	4219.87
1559.21	4185.5
1559.58	4248.04
1559.94	4306.74
1560.31	4320.11
1560.67	4288.03
1561.04	4322.09
1561.4	4348.53
1561.77	4328.81
1562.14	4383.89
1562.5	4431.23
1562.87	4410.39
1563.23	4376.06
1563.6	4420.52
1563.96	4404.89
1564.33	4439.64
1564.69	4467.37
1565.05	4448.49
1565.42	4405.14
1565.78	4406.26
1566.15	4455.24
1566.51	4406.68
1566.87	4428.71
1567.24	4469.26
1567.6	4406.71
1567.97	4443.73
1568.33	4413.36
1568.69	4439.04
1569.06	4428.39
1569.42	4448.29
1569.78	4385.43
1570.14	4395.04
1570.51	4410.91
1570.87	4387.93
1571.23	4388.43
1571.6	4419.65
1571.96	4437.54
1572.32	4391.79
1572.68	4445.95
1573.04	4387.68
1573.41	4393.51
1573.77	4410.06
1574.13	4437.77
1574.49	4378.63
1574.85	4427.23
1575.21	4392.58
1575.58	4412.08
1575.94	4415.58
1576.3	4457.38
1576.66	4423.8
1577.02	4455.57
1577.38	4446.7
1577.74	4441.43
1578.1	4449.08
1578.46	4415.54
1578.82	4437.45
1579.18	4431.69
1579.54	4399.11
1579.9	4412
1580.26	4424.06
1580.62	4409.81
1580.98	4428.39
1581.34	4453.17
1581.7	4447.87
1582.06	4430.77
1582.42	4431.35
1582.78	4433.08
1583.14	4425.15
1583.5	4393.4
1583.85	4408.16
1584.21	4389.47
1584.57	4409.59
1584.93	4457.74
1585.29	4442.54
1585.65	4446.98
1586.01	4444.02
1586.36	4416.88
1586.72	4443.02
1587.08	4412.99
1587.44	4366.86
1587.79	4405.36
1588.15	4418.88
1588.51	4410.71
1588.87	4415.05
1589.22	4401.79
1589.58	4398.05
1589.94	4442.38
1590.29	4410.39
1590.65	4379.23
1591.01	4386.51
1591.36	4433.34
1591.72	4385.18
1592.08	4414.8
1592.43	4379.9
1592.79	4427.22
1593.14	4414.38
1593.5	4341.77
1593.86	4356.82
1594.21	4369.32
1594.57	4412.73
1594.92	4389.26
1595.28	4379.89
1595.63	4364.93
1595.99	4377.35
1596.34	4353.36
1596.7	4371.49
1597.05	4369.57
1597.41	4349.53
1597.76	4364.51
1598.12	4355.84
1598.47	4420.45
1598.82	4342.44
1599.18	4357
1599.53	4328.76
1599.89	4346.73
1600.24	4404.98
1600.59	4353.13
1600.95	4401.51
1601.3	4364.24
1601.65	4392.17
1602.01	4365.36
1602.36	4365.5
1602.71	4376.78
1603.07	4370.02
1603.42	4383.18
1603.77	4376.39
1604.12	4417.13
1604.48	4430.48
1604.83	4406.51
1605.18	4323.54
1605.53	4453.2
1605.88	4461.54
1606.24	4401.23
1606.59	4445.23
1606.94	4482.91
1607.29	4457.21
1607.64	4491.35
1607.99	4533.4
1608.34	4466.82
1608.7	4532.32
1609.05	4552.02
1609.4	4548.33
1609.75	4559.85
1610.1	4544.72
1610.45	4534.17
1610.8	4581.4
1611.15	4553.21
1611.5	4548.43
1611.85	4578.15
1612.2	4551.37
1612.55	4553.07
1612.9	4564.73
1613.25	4546.13
1613.6	4550.28
1613.95	4516.21
1614.3	4505.45
1614.65	4477.03
1615	4453.59
1615.34	4457.74
1615.69	4422.5
1616.04	4453.23
1616.39	4422.73
1616.74	4459.97
1617.09	4394.49
1617.44	4398.77
1617.78	4409.46
1618.13	4347.74
1618.48	4327.93
1618.83	4325.44
1619.18	4377
1619.52	4386.71
1619.87	4379.6
1620.22	4297.46
1620.57	4354.91
1620.91	4343.36
1621.26	4338.63
1621.61	4306.21
1621.95	4320.86
1622.3	4307.43
1622.65	4327.56
1622.99	4329.27
1623.34	4344.17
1623.69	4317.77
1624.03	4348.75
1624.38	4365.58
1624.72	4306.02
1625.07	4306.98
1625.42	4305.6
1625.76	4314.31
1626.11	4344.55
1626.45	4343.5
1626.8	4312.48
1627.14	4337.86
1627.49	4340.44
1627.83	4315.23
1628.18	4352.23
1628.52	4329.75
1628.87	4327.65
1629.21	4318.2
1629.56	4347.53
1629.9	4318.89
1630.25	4318.49
1630.59	4379.85
1630.93	4320.39
1631.28	4320.81
1631.62	4313.93
1631.96	4318.06
1632.31	4349.66
1632.65	4349.45
1632.99	4398.07
1633.34	4333.09
1633.68	4351.71
1634.02	4396.81
1634.37	4400.84
1634.71	4402.49
1635.05	4375.67
1635.39	4431.29
1635.74	4439.44
1636.08	4406.01
1636.42	4443.28
1636.76	4489.64
1637.11	4454.49
1637.45	4473.69
1637.79	4467.14
1638.13	4516.77
1638.47	4484.85
1638.81	4526.21
1639.15	4523.8
1639.5	4490.82
1639.84	4520.1
1640.18	4487.63
1640.52	4521.62
1640.86	4470.73
1641.2	4467.5
1641.54	4466.16
1641.88	4483.97
1642.22	4425.66
1642.56	4500.15
1642.9	4442.26
1643.24	4431.12
1643.58	4407.22
1643.92	4384.19
1644.26	4370.19
1644.6	4381.56
1644.94	4367.86
1645.28	4378.79
1645.62	4343.07
1645.96	4339.31
1646.3	4346.92
1646.64	4256.24
1646.97	4253.76
1647.31	4304.49
1647.65	4248.09
1647.99	4233.04
1648.33	4267.04
1648.67	4305.15
1649	4260.52
1649.34	4266.67
1649.68	4247.25
1650.02	4263.09
1650.36	4258.61
1650.69	4225.83
1651.03	4249.07
1651.37	4187.15
1651.7	4237.43
1652.04	4215.76
1652.38	4204.03
1652.72	4219.9
1653.05	4198.08
