150.31	3035.29
151.606	3047.86
152.902	3044.43
154.198	3049
155.492	3018.71
156.787	3020.43
158.081	3044.71
159.376	3025.57
160.669	3013
161.962	3030.43
163.256	3031
164.548	3042.71
165.841	3035.86
167.133	3044.43
168.424	3071.29
169.715	3033.86
171.006	3073
172.297	3038.71
173.587	3051.29
174.877	3067.86
176.166	3049.29
177.456	3028.14
178.745	3025.86
180.033	3020.14
181.321	3015.29
182.609	3014.71
183.897	3037.57
185.184	3030.71
186.471	3050.14
187.757	3065.86
189.044	3070.43
190.33	3075.29
191.615	3067.29
192.9	3074.43
194.185	3040.43
195.469	3011.86
196.753	2991.57
198.037	2957.29
199.321	2956.43
200.604	2923.57
201.887	2915.86
203.17	2910.14
204.451	2928.14
205.733	2916.14
207.014	2897.57
208.296	2954.43
209.576	2931
210.856	2953.86
212.137	2959.86
213.417	2976.14
214.696	2967.57
215.975	2965.86
217.253	2955
218.532	2982.43
219.81	3015.86
221.088	2999
222.365	3007.86
223.642	3065.57
224.919	3105
226.195	3089.57
227.471	3135
228.747	3173.01
230.022	3204.73
231.297	3214.46
232.572	3237.89
233.846	3217.05
235.12	3249.34
236.394	3226.21
237.667	3278.5
238.94	3257.08
240.213	3297.09
241.485	3317.39
242.757	3332.54
244.029	3392.83
245.3	3418.84
246.571	3446.28
247.842	3519.43
249.112	3545.15
250.381	3617.45
251.651	3684.6
252.921	3748.32
254.189	3802.62
255.457	3892.06
256.726	3975.78
257.994	4046.65
259.261	4204.37
260.529	4334.95
261.796	4432.1
263.062	4543.25
264.329	4613.83
265.595	4722.99
266.86	4758.42
268.125	4721
269.39	4661.3
270.655	4516.16
271.919	4323.6
273.182	4137.9
274.446	3901.91
275.71	3742.2
276.973	3571.35
278.234	3478.79
279.497	3341.37
280.759	3268.52
282.021	3171.67
283.281	3111.97
284.543	3059.41
285.803	3013.13
287.063	2989.14
288.322	2947.72
289.583	2963.16
290.842	2912.59
292.101	2916.03
293.358	2950.04
294.617	2926.05
295.875	2961.49
297.133	2946.64
298.389	2932.08
299.647	2955.8
300.903	2956.09
302.159	2974.96
303.415	2996.69
304.67	2991.84
305.925	2980.7
307.18	3012.43
308.435	2993.01
309.689	2974.44
310.943	2940.17
312.196	2921.6
313.45	2939.33
314.702	2931.91
315.954	2926.49
317.207	2920.21
318.459	2933.36
319.71	2904.8
320.961	2880.24
322.212	2839.68
323.463	2776.54
324.712	2753.12
325.962	2713.99
327.211	2705.14
328.461	2652.58
329.71	2630.3
330.958	2624.31
332.207	2630.61
